,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.direction,wind10m.speed,year,type,country,age,species_,fecha_limpia,fatal,sex,latitud,longitud,country2,fatal_N,fatal_Unknown,fatal_Y,fatal_N.1,fatal_Unknown.1,fatal_Y.1,species_.1,fecha_limpia.1,type.1,age_NORM
4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,australia,28.0,Unespecific,Dec,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,6.433604428309159
4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,australia,27.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,6.313925056346614
4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,australia,41.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,7.787508352596997
4509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,usa,27.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,6.313925056346614
4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,usa,46.0,Unespecific,Jul,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,7.0,8.233822118168822
4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Provoked,south africa,27.0,Unespecific,Apr,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,6.313925056346614
4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Provoked,papua new guinea,30.0,Grey shark,Mar,N,M,-5.6816069,144.2489081,HS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,6.664991716935973
4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Sea Disaster,usa,27.0,Unespecific,Feb,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,6.0,6.313925056346614
4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,australia,16.0,Unespecific,Feb,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,7.0,4.754472937004027
4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Provoked,usa,48.0,Unespecific,Unknown,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,4.0,8.40362856936233
4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Provoked,papua new guinea,27.0,Unespecific,Unknown,N,M,-5.6816069,144.2489081,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,4.0,6.313925056346614
4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Boating,south africa,27.0,Unespecific,Unknown,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,1.0,6.313925056346614
4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,9.0,Grey shark,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,3.34649086363745
4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Invalid,south africa,27.0,Tiger shark,Dec,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,6.313925056346614
4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Boating,australia,27.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,6.313925056346614
4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,17.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,4.9204987475712345
4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,16.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,4.754472937004027
4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,12.0,Unespecific,Nov,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,11.0,7.0,4.014118284080704
4537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,13.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,4.212483084143039
4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,78.0,Unespecific,Nov,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,11.0,7.0,10.53624937397556
4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,27.0,Unespecific,Oct,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,6.313925056346614
4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,usa,20.0,Lemon shark,Aug,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,5.383838360482004
4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Provoked,usa,46.0,Lemon shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,8.233822118168822
4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,27.0,Tiger shark,Jul,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,6.313925056346614
4544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,south africa,20.0,Unespecific,Jul,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.383838360482004
4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,usa,35.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,7.203188258363141
4547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Boating,australia,27.0,Tiger shark,Jun,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,6.313925056346614
4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,south africa,21.0,Unespecific,Apr,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,5.528303710887473
4550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,south africa,14.0,Unespecific,Apr,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,4.401298165473145
4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,australia,17.0,Unespecific,Apr,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,4.9204987475712345
4553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,south africa,18.0,Unespecific,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,5.08038032862004
4554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,south africa,22.0,Tiger shark,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,5.668426724383542
4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Boating,australia,27.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,6.313925056346614
4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Boating,australia,17.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,4.9204987475712345
4559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Boating,australia,16.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,4.754472937004027
4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,Unprovoked,south africa,18.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,5.08038032862004
4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,23.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,5.804526769363659
4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Boating,australia,27.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.313925056346614
4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,30.0,Unespecific,Nov,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,11.0,7.0,6.664991716935973
4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,15.0,Unespecific,Oct,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,4.581659276135893
4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,30.0,Unespecific,Aug,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,6.664991716935973
4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,17.0,Unespecific,Apr,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,7.0,4.9204987475712345
4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Boating,australia,27.0,Unespecific,Apr,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,6.313925056346614
4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Boating,australia,28.0,Unespecific,Mar,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,6.433604428309159
4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,south africa,21.0,Unespecific,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,5.528303710887473
4576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,18.0,White shark,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,5.08038032862004
4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,south africa,18.0,Unespecific,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,5.08038032862004
4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,south africa,15.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,4.581659276135893
4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,south africa,27.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,12.0,Lemon shark,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,7.0,4.014118284080704
4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,south africa,18.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,5.08038032862004
4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,australia,14.0,Unespecific,Jan,Y,F,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,7.0,4.401298165473145
4583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Unprovoked,south africa,24.0,Unespecific,Jan,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,5.936887022671936
4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,Boating,south africa,27.0,Unespecific,Unknown,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,1.0,6.313925056346614
4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.0,Unprovoked,usa,27.0,Unespecific,Aug,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,6.313925056346614
4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.0,Unprovoked,australia,27.0,Unespecific,Jun,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,7.0,6.313925056346614
4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.0,Unprovoked,usa,27.0,Unespecific,May,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,7.0,6.313925056346614
4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.0,Unprovoked,south africa,37.0,Tiger shark,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,7.404632331573262
4604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Provoked,usa,27.0,Tiger shark,Dec,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,6.313925056346614
4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Invalid,australia,27.0,Unespecific,Nov,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,3.0,11.0,3.0,6.313925056346614
4611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Boating,australia,27.0,Unespecific,Oct,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,1.0,6.313925056346614
4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,usa,13.0,Unespecific,Sep,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,7.0,4.212483084143039
4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,19.0,Unespecific,Aug,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,5.234668409736022
4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,17.0,White shark,Jul,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,7.0,4.9204987475712345
4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,usa,15.0,Tiger shark,May,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,4.581659276135893
4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,18.0,Unespecific,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,5.08038032862004
4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,23.0,Unespecific,Mar,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,7.0,5.804526769363659
4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,16.0,Unespecific,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,4.754472937004027
4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,27.0,Unespecific,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,6.313925056346614
4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,22.0,Unespecific,Jan,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,7.0,5.668426724383542
4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Boating,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,6.313925056346614
4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,australia,14.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,4.401298165473145
4629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,Unprovoked,south africa,26.0,Unespecific,Jan,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,7.0,6.191371446042166
4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Unprovoked,south africa,17.0,Unespecific,Dec,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,4.9204987475712345
4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Sea Disaster,usa,27.0,Unespecific,Dec,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,6.313925056346614
4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Unprovoked,south africa,27.0,Unespecific,Nov,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,6.313925056346614
4637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Invalid,usa,27.0,Tiger shark,Oct,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,12.0,3.0,6.313925056346614
4640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Sea Disaster,usa,27.0,Unespecific,Jul,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,6.0,6.313925056346614
4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Boating,australia,18.0,White shark,Jun,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,1.0,5.08038032862004
4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Sea Disaster,australia,27.0,Unespecific,May,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,6.0,6.313925056346614
4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Invalid,usa,27.0,Tiger shark,Apr,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.313925056346614
4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Unprovoked,south africa,31.0,Unespecific,Mar,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,7.0,6.776989545291685
4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Sea Disaster,papua new guinea,27.0,Unespecific,Mar,Y,M,-5.6816069,144.2489081,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,6.0,6.313925056346614
4658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Unprovoked,usa,27.0,Lemon shark,Unknown,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,7.0,6.313925056346614
4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943.0,Unprovoked,usa,27.0,Unespecific,Unknown,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,3.0,14.0,7.0,6.313925056346614
4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,australia,15.0,Lemon shark,Dec,Y,F,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,4.581659276135893
4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Sea Disaster,south africa,27.0,White shark,Nov,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,11.0,6.0,6.313925056346614
4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,south africa,38.0,Unespecific,Nov,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,7.502744447095262
4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,south africa,18.0,White shark,Nov,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,11.0,7.0,5.08038032862004
4674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,australia,24.0,Tiger shark,Sep,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,7.0,5.936887022671936
4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,usa,27.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,6.313925056346614
4683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,australia,27.0,Unespecific,May,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,6.313925056346614
4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Invalid,australia,18.0,Lemon shark,Mar,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,5.08038032862004
4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Boating,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,6.313925056346614
4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Unprovoked,australia,28.0,Lemon shark,Jan,Y,F,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,6.433604428309159
4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,Provoked,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,6.313925056346614
